# Simulation data for the Wright-Fisher star walk.
# By mean l, mean t or mean h we refer to l bar, t bar or h bar which are the mean length, time and height in the considered landscape (starting from randomly chosen nodes; in practice, there is a fixed number of walks per starting node). 
# Fixation probability within individual demes is Wright-Fisher fixation probability (with deterministic steady-state population size).
# If the fixation probability within a deme is inferior to 1e-150, the overall fixation probability is set to 0.
# landscape considered: landscape B (L = 3) which corresponds to the 3th landscape in the file <landscapes.pickle>.
# Death rates: gw = gm = 0.01. 
# Within each landscape, FIXED number of walks per starting node = 10^5.
# alpha = mI / mO = 0.01.
# Carrying capacity C of each deme = 20.
# See Marrec et al (2021) in PRL for further details about the fixation dynamics within stars. 
# (0) mean l (1) mean h (2) mean t (3) SD_l (4) SD_h (5) SD_t (6) mean SD_h_i (7) Number of demes D
1.0755975 2.3826989455855925 8.9012175 0.8297590120019014 0.5591699105653998 16.54731970799055 0.28559277628650387 1
1.05545125 2.398304612380669 13.50495125 0.7942820083986197 0.5529314528007181 30.98807864301591 0.26200167894949905 2
1.04733125 2.4016883605296786 17.905 0.7817918538677455 0.551511220372588 45.317726884779155 0.25131173405426865 3
1.03948625 2.403967150212291 26.2358475 0.7690787255328667 0.5505409794772502 73.02576729114878 0.23866707534759743 5
1.0345225 2.4038788134243263 34.24474625 0.7621257750524654 0.550578798236643 99.81680279662164 0.23131892443325716 7
1.02831625 2.3990532292278175 49.47139875 0.753614251448574 0.5526193413903087 150.30759148983168 0.22327974992887317 11
1.02011375 2.3936122819829335 72.05355 0.7440760626838819 0.5548607623707824 225.7585829872023 0.21301958432826423 18
1.01226875 2.3853834855994123 102.11105625 0.7352385516066777 0.5581327911906302 326.6676084192484 0.2024287259469193 29
1.00492625 2.378172808127911 138.62136375 0.7267320565794878 0.5608850599399637 448.72795026111766 0.18991978088672876 48
0.9997575 2.372353060758426 172.54346875 0.7210166025781515 0.5630292691487652 561.9942354204661 0.17683384697550056 78
0.99782 2.37016111063004 201.63040875 0.7185960253201217 0.5638191770574926 659.7334877568859 0.16493084347853576 127
0.99673625 2.3700248623638718 220.0443 0.7176545812113191 0.5638679587128738 721.4523838144156 0.15773954624668998 206
0.9970075 2.369720923923942 234.99386 0.7178691001511638 0.5639766455062079 772.232093856907 0.15622446765170717 335
0.9966825 2.3695113112067556 244.03238375 0.7174583571110992 0.5640514942959776 803.4870988079741 0.1551843273417817 545
0.99745875 2.3697373934945696 248.89135 0.7183138534489525 0.5639707608147987 818.3742996508913 0.1550820829943979 885
0.9968975 2.36982273581516 249.518095 0.7179347982201233 0.563940258686778 822.1363485027271 0.15403867354472564 1000
0.99648625 2.3697254156250316 252.89291875 0.7172596486358165 0.5639750406479365 831.2240224058437 0.15466703594777942 1438
0.9970175 2.36964606223924 255.47466625 0.7180014656631818 0.5640033873027578 841.091093734189 0.1542400229104271 2335
0.99680625 2.3698032717771227 257.12473125 0.7175503814768496 0.5639472165942395 846.93261425571 0.15453632096132466 3792
0.99621875 2.369692476483771 256.78875875 0.7172007753399551 0.5639868087110803 846.2211842022344 0.15471240433797523 6158
0.99707625 2.369764343701061 257.9908225 0.7176159848339173 0.5639611301379446 848.0750545064076 0.154435897903795 10000
