# Simulation data for the Moran star walk.
# By mean l, mean t or mean h we refer to l bar, t bar or h bar which are the mean length, time and height in the considered landscape (starting from randomly chosen nodes; in practice, there is a fixed number of walks per starting node). 
# Fixation probability within individual demes is Moran fixation probability (with deterministic steady-state population size).
# If the fixation probability within a deme is inferior to 1e-150, the overall fixation probability is set to 0.
# landscape considered: landscape C (L = 3) which corresponds to the 142706th landscape in the file <landscapes.pickle>.
# Death rates: gw = gm = 0.01. 
# Within each landscape, FIXED number of walks per starting node = 10^5.
# alpha = mI / mO = 0.1.
# Carrying capacity C of each deme = 20.
# See Marrec et al (2021) in PRL for further details about the fixation dynamics within stars. 
# (0) mean l (1) mean h (2) mean t (3) SD_l (4) SD_h (5) SD_t (6) mean SD_h_i (7) Number of demes D
1.06493125 1.6727915819469104 4.34286375 0.7488141844060928 0.6173466498054969 4.969635368833919 0.21420356081456485 1
1.067875 1.6774750697359821 4.37221875 0.7505118149480312 0.6135190408042717 4.98934985265201 0.20792161953308005 2
1.06964 1.680280790889205 4.38694375 0.7515252959109923 0.6111973778612548 5.003956513013166 0.20436455855202612 3
1.07050125 1.6816498715369237 4.39146 0.7520178347273672 0.6100566063885892 5.014038947630237 0.2023072115727299 5
1.07074375 1.6820353601373141 4.3889275 0.7521562815194797 0.6097344625095084 4.998017897080542 0.20126639937542548 7
1.07141125 1.6830964473156445 4.39626375 0.7525368319088377 0.6088455957611337 5.005188936531797 0.20025673175045489 11
1.0716375 1.6834561042056797 4.39660625 0.7526656419642003 0.6085435987398141 5.002067295880148 0.19973350109087537 18
1.07146125 1.6831759295012962 4.39892875 0.7525653059706364 0.608778887272872 5.01086939585928 0.1997572623056397 29
1.07173125 1.683605133303768 4.40248875 0.7527189899182899 0.6084183556377023 5.010280836065111 0.19919521455834674 48
1.0716925 1.6835435346099032 4.40625125 0.7526969413072246 0.6084701303497558 5.0122723062437275 0.1990846661537977 78
1.07159875 1.6833945055118202 4.40929375 0.7526435869640923 0.608595347715935 5.026948863508918 0.19935250961557557 127
1.071475 1.6831977871023607 4.40103625 0.7525731355663106 0.6087605393280714 5.010504832453146 0.19931822017959588 206
1.072005 1.6840402982701679 4.41611375 0.75287467747431 0.6080522890792878 5.032919937465372 0.19884482658170416 335
1.07179375 1.683704486035823 4.407495 0.7527545466256172 0.6083348256280304 5.014316536156006 0.19885670927682522 545
1.07181625 1.6837402530193655 4.40240375 0.7527673453604411 0.6083047480444086 5.007278948869625 0.19890815845387808 885
1.07179625 1.6837084601451116 4.40341375 0.7527559687490278 0.6083314838518186 5.0123401317408 0.19904705160590272 1000
1.07206 1.6841277286743797 4.40324875 0.752905941276489 0.6079786773101716 5.012341937235986 0.1981563693822725 1438
1.071925 1.6839131267731444 4.40148 0.7528291933639615 0.6081593224390134 5.015889383745959 0.19836451978535788 2335
1.07155125 1.6833189974354548 4.4093975 0.7526165481948665 0.6086587674198665 5.015680530803274 0.19944747189955897 3792
1.07165875 1.6834898841345898 4.4037475 0.7526777355211656 0.6085152157714196 5.015531173875184 0.19930423140483178 6158
1.07192625 1.6839151138277872 4.404665 0.7528299041349703 0.6081576503874804 5.0175869437048375 0.19851526704854952 10000
